Lyric,Prompt,Image_URL
When I read about his widowed bride,"""Generate an image of a melancholy widowed bride holding an old love letter in a dimly lit room, the expression on her face reflecting a sense of longing and loss, inspired by the lyric 'When I read about his widowed bride.'""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-k2mhFGhMiM1Y8Zhd8N2OeG6z.png?st=2023-09-25T21%3A44%3A48Z&se=2023-09-25T23%3A44%3A48Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T20%3A36%3A15Z&ske=2023-09-26T20%3A36%3A15Z&sks=b&skv=2021-08-06&sig=kxIp1s7Jc6Tso5N9jN7zdchwjKWZCzEaXwjjPBN7hEM%3D
Something touched me deep inside,"""Visualize a profound, emotional encounter symbolically, showing a hand reaching out and touching a heart deep inside a transparent human body, accentuated by vibrant colors and sparks signifying the depth of the impact.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-tbPP6f0MAXVgI6e5kX12eM1s.png?st=2023-09-25T21%3A45%3A00Z&se=2023-09-25T23%3A45%3A00Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T20%3A37%3A34Z&ske=2023-09-26T20%3A37%3A34Z&sks=b&skv=2021-08-06&sig=v4YokNhtIrAP/xVjV%2BQkPpGhelAeWZcE26mnbgqRdxA%3D
The day the music died,"""Visualize a vintage radio sitting alone on a desolate, overcast landscape, with musical notes dissolving into particles, symbolizing the day the music died.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-YtgIFIUcp2bpEH9ERm3uXf4C.png?st=2023-09-25T21%3A45%3A11Z&se=2023-09-25T23%3A45%3A11Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T20%3A37%3A21Z&ske=2023-09-26T20%3A37%3A21Z&sks=b&skv=2021-08-06&sig=AJvECXLtJDtEViXVC49vJppzALhlePIRPsz9PAoxy2Y%3D
,"""Generate an image depicting a tranquil moonlit scene with a lonely street lit by lanterns, embodying the spirit of the lyrics 'A lonely street lit only by the moon.'""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-EYnVb633lUGiID5VW0EDzIyH.png?st=2023-09-25T21%3A45%3A22Z&se=2023-09-25T23%3A45%3A22Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T20%3A35%3A40Z&ske=2023-09-26T20%3A35%3A40Z&sks=b&skv=2021-08-06&sig=pYJ%2BEwUA3miPNVUCtmVKDXmc8e4tn13aFgGY%2Bjvu1Ps%3D
[Chorus],"""Generate an image depicting a lively chorus scene on a grand stage, with a diverse group of people singing passionately, accompanied by a vibrant orchestra. Spotlight beams from above illuminate the performers and create striking shadows. The entire scene is filled with energy, as if synchronizing with the rhythm of a powerful song.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-i3T2zUxGWoFxSdXGZVfLNlyJ.png?st=2023-09-25T21%3A45%3A38Z&se=2023-09-25T23%3A45%3A38Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T20%3A38%3A22Z&ske=2023-09-26T20%3A38%3A22Z&sks=b&skv=2021-08-06&sig=9oc3GbnrGP8ri6Tvo6xGvdbl9av7e/Ig3tbx8A2w6gI%3D
"So, bye-bye, Miss American Pie","""Generate an image of a vintage American flag draped over a delicious apple pie, with a tearful, feminine anthropomorphic figure waving goodbye.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-sOnL0qnDRJwp2MMfsYWSZB0R.png?st=2023-09-25T21%3A45%3A50Z&se=2023-09-25T23%3A45%3A50Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T20%3A37%3A03Z&ske=2023-09-26T20%3A37%3A03Z&sks=b&skv=2021-08-06&sig=X0FhOLUWctCn7vCkTMYUaZW/96bm8M7BXauewOiG4uw%3D
"Drove my Chevy to the levee, but the levee was dry","""Generate an image of a classic Chevrolet car parked beside a dried out river levee at sunset.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-F4o2ip10n3LezxQrdfFLZx4A.png?st=2023-09-25T21%3A46%3A00Z&se=2023-09-25T23%3A46%3A00Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T20%3A35%3A42Z&ske=2023-09-26T20%3A35%3A42Z&sks=b&skv=2021-08-06&sig=BjlkRDf0YfRpULHACAGYTm2tNw0kGKvK8zAc6JVgX1I%3D
And them good ol' boys were drinkin' whiskey and rye,"""A group of cheerful older men in cowboy attire sitting around a wooden table, drinking whiskey and rye in an old-fashioned saloon.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-nQhCXhBfGcIoFX4Ewc1QI3Y2.png?st=2023-09-25T21%3A46%3A11Z&se=2023-09-25T23%3A46%3A11Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T20%3A36%3A35Z&ske=2023-09-26T20%3A36%3A35Z&sks=b&skv=2021-08-06&sig=TfYqMz3Q946smqEpOF2RIaCplXcO2lM6wWTq5xSZlpc%3D
"Singin', ""This'll be the day that I die","""Generate an emotional, symbolic image depicting a solemn sunset over a deserted highway, with a broken down jukebox nearby, representing a melancholic singer expressing 'This'll be the day that I die'.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-sCN1XdfRH2AgLd2ibvIvPNgD.png?st=2023-09-25T21%3A46%3A24Z&se=2023-09-25T23%3A46%3A24Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T20%3A36%3A08Z&ske=2023-09-26T20%3A36%3A08Z&sks=b&skv=2021-08-06&sig=Euqa10ikLXbkP%2BBASuwpcmgAisPA/Ms/oegTQLtsR%2BQ%3D
"This'll be the day that I die,""","""Generate an image of a somber sunset over a deserted road, symbolizing the metaphorical death of a significant day.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-rfYWwJr2lMwTc1w8aDcldmXi.png?st=2023-09-25T21%3A46%3A35Z&se=2023-09-25T23%3A46%3A35Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T20%3A40%3A38Z&ske=2023-09-26T20%3A40%3A38Z&sks=b&skv=2021-08-06&sig=vIkbDJ0%2BcMi5pTaVRjrqMgcwRf03R310eQkF2IS47LI%3D
,"""Generate an image of a mystical fairy-tale world, shimmering in the soft glow of twilight with a full moon overhead. It has a vibrant forest with radiant, colourful flowers and tall, ancient trees that seem to touch the sky. A vibrant stream should be gently flowing through the forest and a little wooden bridge stretching over it. A castle, cloaked in a veil of gentle fog, stands majestically in the distance.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-WeoTCe3DXDQjBEEyWhUjMPLa.png?st=2023-09-25T21%3A46%3A51Z&se=2023-09-25T23%3A46%3A51Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T20%3A37%3A04Z&ske=2023-09-26T20%3A37%3A04Z&sks=b&skv=2021-08-06&sig=AXJdOdUF4ZWWr%2Be2HABWK78Ik2fHW6v9UdUKYlbVBrI%3D
[Verse 1],"""Generate an image featuring a serene scene symbolizing the start of a new journey, inspired by the introspective ambiance of the first verse in a song.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-tsOjVaj1LbarsPUCFqAeIFOA.png?st=2023-09-25T21%3A47%3A03Z&se=2023-09-25T23%3A47%3A03Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T20%3A38%3A20Z&ske=2023-09-26T20%3A38%3A20Z&sks=b&skv=2021-08-06&sig=Lh5nBYuOlCQz/tUphAykBj/PHbyYxkMmmQGOOO7zCJQ%3D
Did you write the book of love?,"""An antique, leather-bound book titled 'The Book of Love', open to a beautifully illustrated page depicting two intertwined hearts, in a romantic, vintage setting.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-Y6yAy6XxjieWWTX9YEywa4PY.png?st=2023-09-25T21%3A47%3A15Z&se=2023-09-25T23%3A47%3A15Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T20%3A38%3A01Z&ske=2023-09-26T20%3A38%3A01Z&sks=b&skv=2021-08-06&sig=XD0PRhPHSDIVGfv7fV/7DakRjbaEmiSxaPHMbC8jq2U%3D
And do you have faith in God above,"""Generate an image of a character standing majestically on a hilltop, holding a cross and looking up at the sky with an expression of intense faith, with the radiant glow of God shining down from above.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-aLimRyQd1KgWNlcK8aCHyCKO.png?st=2023-09-25T21%3A47%3A29Z&se=2023-09-25T23%3A47%3A29Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T20%3A36%3A53Z&ske=2023-09-26T20%3A36%3A53Z&sks=b&skv=2021-08-06&sig=3EprefBhiLZP3qlnS319J0NM52qiGWts8WeYfH/q%2BpM%3D
If the Bible tells you so?,"""Generate an image depicting a person intently reading a glowing Bible, surrounded by various scenes depicted from its pages, suggesting the lyric 'If the Bible tells you so?'"".",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-ThNwdtQElksmSLZpZ6C9oySN.png?st=2023-09-25T21%3A47%3A41Z&se=2023-09-25T23%3A47%3A41Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T20%3A35%3A56Z&ske=2023-09-26T20%3A35%3A56Z&sks=b&skv=2021-08-06&sig=2vXxWWxAQw1AongI6/%2Bo9v4qXA6bb79zS2hQzAY1Bpk%3D
"Now, do you believe in rock 'n' roll?","""Generate an image illustrating an electrifying scene featuring enthusiastic fans at a rock 'n' roll concert, with a massive banner asking 'Now, do you believe in rock 'n' roll?'""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-A9r70cD6ZRyITdQWYtt2HAOV.png?st=2023-09-25T21%3A47%3A55Z&se=2023-09-25T23%3A47%3A55Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T20%3A37%3A56Z&ske=2023-09-26T20%3A37%3A56Z&sks=b&skv=2021-08-06&sig=Ij7DmfODyXz%2BBeUwxDNTLoIxgscnjJ/RuBKtXO1HybU%3D
Can music save your mortal soul?,"""Create a surreal image of music in ethereal form reaching out to a fading, distressed human soul, symbolizing music's healing and salvation effect.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-geE19rp6ig3CR5ImJ67ev99E.png?st=2023-09-25T21%3A48%3A06Z&se=2023-09-25T23%3A48%3A06Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T20%3A35%3A53Z&ske=2023-09-26T20%3A35%3A53Z&sks=b&skv=2021-08-06&sig=8p5GDqlwq%2B3MqokKjEjv1bDLmCn6NmexOxFQPV2VUX0%3D
And can you teach me how to dance real slow?,"""Generate an image of a couple in a romantic setting, learning to dance slowly under soft lighting, evoking the feeling of a gentle dance lesson.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-kplKr1wHHJMLohWZ93XaXR4E.png?st=2023-09-25T21%3A48%3A17Z&se=2023-09-25T23%3A48%3A17Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T20%3A38%3A38Z&ske=2023-09-26T20%3A38%3A38Z&sks=b&skv=2021-08-06&sig=EKOiRwwe%2BXzKSV2UnmOmM8xeO%2BlEQWTTnsKxGjDSewg%3D
"Well, I know that you're in love with him","""Generate an image depicting a melancholic individual looking longingly at a happy couple in love""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-vdpOvIidQftZ5cOa2fPhhtY8.png?st=2023-09-25T21%3A48%3A28Z&se=2023-09-25T23%3A48%3A28Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T20%3A38%3A08Z&ske=2023-09-26T20%3A38%3A08Z&sks=b&skv=2021-08-06&sig=bfWYlluLvik9TcBV3NmYuXFbP7YKOMfBwdgKexSWsrs%3D
'Cause I saw you dancin' in the gym,"""Generate an image featuring a lively, energetic individual dancing freely and joyfully in a well-lit gym interior with music symbols floating in the air around them.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-x6Q68pdagf5Bq1qGo7srk0ov.png?st=2023-09-25T21%3A48%3A39Z&se=2023-09-25T23%3A48%3A39Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T20%3A36%3A53Z&ske=2023-09-26T20%3A36%3A53Z&sks=b&skv=2021-08-06&sig=Ki7W06LCcXnlQqM5yKI5MmOGfG9uQjEGKPnRjKZ%2B7G0%3D
You both kicked off your shoes,"""Design an image depicting two people comfortably kicking off their shoes, with a suggestively carefree and relaxed atmosphere.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-pZN70YIhqbwjEC0t0PVpAoEm.png?st=2023-09-25T21%3A48%3A50Z&se=2023-09-25T23%3A48%3A50Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T20%3A36%3A23Z&ske=2023-09-26T20%3A36%3A23Z&sks=b&skv=2021-08-06&sig=y/VgVsUIzBHBcWD55iyQRbXgospkb0WfPuuPCI2KdT8%3D
