Lyric,Prompt,Image_URL
[Chorus],"""Generate an image that encapsulates the emotion and rhythm typically associated with a chorus in a popular music song. The image should express crescendo, harmonious vibes, unison, excitement and high energy.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-ykSfNzDjrCJT71aTs8tRB1q8.png?st=2023-09-25T22%3A46%3A38Z&se=2023-09-26T00%3A46%3A38Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A46%3A38Z&ske=2023-09-26T23%3A46%3A38Z&sks=b&skv=2021-08-06&sig=BpcS1deAAM3d7bwJQ3z1umoJknGU3p307L1xcPsHaX0%3D
'Cause I've made some real big mistakes,"""Depict a melancholic character sitting alone in dim lighting, reflecting on a massive chess game that has gone horribly wrong, symbolizing 'big mistakes' made in life.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-qjEwrkyPbSpjYjhvT982mI9z.png?st=2023-09-25T22%3A46%3A52Z&se=2023-09-26T00%3A46%3A52Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A46%3A52Z&ske=2023-09-26T23%3A46%3A52Z&sks=b&skv=2021-08-06&sig=wIy7ce59T5CRHkXVQrBJcHnuA1wayNRWvtJhit4OFoA%3D
But you make the worst one look fine,"""Generate an image depicting an ugly object turning beautiful due to someone's influence, inspired by the lyrics 'But you make the worst one look fine'.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-vlZGtFJ5RJN3B2o0hOlb3FUd.png?st=2023-09-25T22%3A47%3A05Z&se=2023-09-26T00%3A47%3A05Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A45%3A52Z&ske=2023-09-26T23%3A45%3A52Z&sks=b&skv=2021-08-06&sig=6aZXIxbNaY8%2BXPHc1YobbvZMIBnNgP2J7IC96LXUeBY%3D
I should've known it was strange,"""Generate an abstract image representing a mysterious landscape with a sense of unease and peculiarity, inspired by the lyrics 'I should've known it was strange'.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-bqCu5zpvul6ETFWayCDa2hdv.png?st=2023-09-25T22%3A47%3A18Z&se=2023-09-26T00%3A47%3A18Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A47%3A18Z&ske=2023-09-26T23%3A47%3A18Z&sks=b&skv=2021-08-06&sig=e2g3Fezz1G9FyYNLEbR4FabHydrX27LF192FjF7hpsc%3D
You only come out at night,"""Generate an illustration of a mysterious character, only emerging under the moon and stars, coming out at night in a dreamy, nocturnal landscape.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-t6fYWWW7M5c6hHCOiTEpjs3Q.png?st=2023-09-25T22%3A47%3A32Z&se=2023-09-26T00%3A47%3A32Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A45%3A29Z&ske=2023-09-26T23%3A45%3A29Z&sks=b&skv=2021-08-06&sig=fhi4pLK7G%2BYWh8EFdGeFmAse/lfQbKhN6DJ4hTxV5UM%3D
I used to think I was smart,"""A visualsation of a retro-style wise owl in scholar robes, sitting on a branch of a tree with a book, with a thought bubble that contains a light bulb turned off, signifying a past realization of not being as smart as it once thought.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-0GvFFvJmW1TasDCOYCCXQeh4.png?st=2023-09-25T22%3A47%3A47Z&se=2023-09-26T00%3A47%3A47Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A46%3A09Z&ske=2023-09-26T23%3A46%3A09Z&sks=b&skv=2021-08-06&sig=QyQJpOG7qpWCaiHTeHjNhCTNgRwgjlwofmglD0KEKfY%3D
But you made me look so naive,"""Generate an image of a young, innocent-looking individual experiencing a surprising revelation, symbolizing a sense of naivety brought to light by another person.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-18GU645OhQLhVXgirWaSwvGX.png?st=2023-09-25T22%3A47%3A58Z&se=2023-09-26T00%3A47%3A58Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A47%3A58Z&ske=2023-09-26T23%3A47%3A58Z&sks=b&skv=2021-08-06&sig=GQ752tmCCsKcuyzl3IpOn6FogF9bDivbsUEXgh/YWyo%3D
The way you sold me for parts,"Generate an image depicting a melancholic, futuristic cyberpunk scene, in which a humanoid robot stands in a marketplace filled with various mechanical parts. The robot should have the human-like expressive quality of sadness, deep in contemplation about its existence, with the sensation of having been sold piece by piece. The environment should exude an air of desolation and convey the angst implied by the lyrics 'the way you sold me for parts.'",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-fUTi0aia6aswX72zwYI737T0.png?st=2023-09-25T22%3A48%3A17Z&se=2023-09-26T00%3A48%3A17Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A48%3A17Z&ske=2023-09-26T23%3A48%3A17Z&sks=b&skv=2021-08-06&sig=4FCeFJKj%2BBtnP%2B9qVY/pWNv55xhv3d3wwvnv451OWOw%3D
"As you sunk your teeth into me, oh","""A surreal artwork depicting a person with a radiating aura, being gently bitten by a mystical creature, emphasizing a sense of deep connection and intimacy.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-TaeQr6cP3ef3NdkCA8o3zlys.png?st=2023-09-25T22%3A48%3A29Z&se=2023-09-26T00%3A48%3A29Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A48%3A29Z&ske=2023-09-26T23%3A48%3A29Z&sks=b&skv=2021-08-06&sig=SC7yjq9Pd9BhSgv/NZNlRo6A0Kvm5EH4pWUUVf9kB1k%3D
"Bloodsucker, fame fucker","""Generate a detailed, abstract representation of a bloodsucker parasite infused with symbols of fame and celebrity culture.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-JzwOSWkLvVAxavQDupgM76ZQ.png?st=2023-09-25T22%3A48%3A40Z&se=2023-09-26T00%3A48%3A40Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A48%3A40Z&ske=2023-09-26T23%3A48%3A40Z&sks=b&skv=2021-08-06&sig=2EuxYjsZLvUbcGeL7xgKaLU3MzSwbocj1FnQRFq3HNI%3D
Bleedin' me dry like a goddamn vampire,"""Create an image depicting a metaphorical vampire, visually representing the act of draining someone's energy or resources, inspired by the lyrics 'Bleedin' me dry like a goddamn vampire'.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-xNUoZS3nPnZAQXFQSOrOuZSF.png?st=2023-09-25T22%3A48%3A53Z&se=2023-09-26T00%3A48%3A53Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A48%3A53Z&ske=2023-09-26T23%3A48%3A53Z&sks=b&skv=2021-08-06&sig=Zscmi/Jm31CWk/dbXxnQk0twNK1LhsE31hFQmBGzhl0%3D
[Verse 2],"""Design an abstract representation of a vibrant musical score. The image should capture the feel of an intimate, raw conversation set in a picturesque soundscape that resonally embodies the tone and rhythm of a song's second verse.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-2Z0gcyYdrCzbZSUaPmENzn0O.png?st=2023-09-25T22%3A49%3A08Z&se=2023-09-26T00%3A49%3A08Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A49%3A08Z&ske=2023-09-26T23%3A49%3A08Z&sks=b&skv=2021-08-06&sig=3AxlhTGykmQeKprk9hvi4qG0/hh3g3TC%2BZpXmRCTbD8%3D
"And every girl I ever talked to told me you were bad, bad news","""Generate a dramatic, noir-like image with a mysterious, handsome man who has an aura of danger around him, engaging in conversation with multiple women in a dimly-lit bar setting. The women should appear cautious but intrigued. The words 'Bad, Bad News' should be in bold, striking text somewhere in the image.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-gusbAsFMbvEceZLuTJE8HN7g.png?st=2023-09-25T22%3A49%3A24Z&se=2023-09-26T00%3A49%3A24Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A49%3A24Z&ske=2023-09-26T23%3A49%3A24Z&sks=b&skv=2021-08-06&sig=%2B5i1GZhK/LpAPv9mLJC5iS6ooAReYcHSntlC7opo61U%3D
"You called them crazy, God, I hate the way I called 'em crazy too","""Create an emotional, dramatic scene with a person standing in a dimly lit room, looking regretful. The room is filled with images of innovative inventions and ideas, symbolically representing 'those who were called crazy'. Sombre reflection illuminates the person's face, showing their regret for having also called these visionaries crazy.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-ZQmWX1XECmGi2f1UPmWPjCLG.png?st=2023-09-25T22%3A49%3A40Z&se=2023-09-26T00%3A49%3A40Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A46%3A32Z&ske=2023-09-26T23%3A46%3A32Z&sks=b&skv=2021-08-06&sig=Jt2g4pE3E6UqPpatGLOYyfbEzSrqmC78LJzV6uQ3K6U%3D
You're so convincing,"""Generate an image showing a charismatic orator captivating his audience, embodying the lyric 'You're so convincing'.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-6FI36ym7rdNJYHCGqo6Istqa.png?st=2023-09-25T22%3A49%3A52Z&se=2023-09-26T00%3A49%3A52Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A49%3A52Z&ske=2023-09-26T23%3A49%3A52Z&sks=b&skv=2021-08-06&sig=QqsTMhov14EajjCJcFanr%2BXd5ONM55uDZ6hSrotMLk4%3D
How do you lie without flinching?,"""Generate an image depicting a mysterious figure telling a lie without any visible signs of discomfort or hesitation.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-jowi3fvS48hnfQmiyMEncCv9.png?st=2023-09-25T22%3A50%3A03Z&se=2023-09-26T00%3A50%3A03Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A48%3A46Z&ske=2023-09-26T23%3A48%3A46Z&sks=b&skv=2021-08-06&sig=wDpE4/idp7AdAAmgJmyvb%2B4HdH/9zgRJWl9NWJJVLfk%3D
(How do you lie? How do you lie? How do you lie?),"""Generate a surreal image representing the concept of deception, with dominant elements derived from the recurring lyrical question 'How do you lie?'. The image should manifest conflicting elements, waves of dishonesty and an ambiguous atmosphere.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-8bpTvBaQhkorXW8oSOKnPcT5.png?st=2023-09-25T22%3A50%3A18Z&se=2023-09-26T00%3A50%3A18Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A50%3A18Z&ske=2023-09-26T23%3A50%3A18Z&sks=b&skv=2021-08-06&sig=77xW%2BZEDZKAa0n32W5uEObBT0a6TMou7S28DKCVJq6s%3D
"Oh, what a mesmerizing, paralyzing, fucked up little thrill","""Generate an abstract image capturing the essence of mesmerizing wonder and paralyzing thrill with elements of subtle chaos and distortions, embodying the sentiment of 'a fucked up little thrill'"".",n/a
Can't figure out just how you do it and God knows I never will,"""Generate a surreal image representation of a person in deep contemplation, trying to understand a complex celestial mechanism, with a subtle hint of divine intervention.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-75NLEtHA9ajVNCJOVVfPIWDU.png?st=2023-09-25T22%3A50%3A38Z&se=2023-09-26T00%3A50%3A38Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A47%3A53Z&ske=2023-09-26T23%3A47%3A53Z&sks=b&skv=2021-08-06&sig=9Ss613x9lkzaz7Nz6Kph9L6YKzF57Yt3RdfPkIlJbzc%3D
Went for me and not her,"""Generate an image depicting a romantic scene where a man is choosing one woman over another, inspired by the lyrics 'Went for me and not her'.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-kVnLty82O3LNxWWNUCjoHzyT.png?st=2023-09-25T22%3A50%3A50Z&se=2023-09-26T00%3A50%3A50Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A50%3A50Z&ske=2023-09-26T23%3A50%3A50Z&sks=b&skv=2021-08-06&sig=Y6ZTdYwiirb87PT2qfq4BLlZFNpB2BeCf8XHSd8CWyQ%3D
'Cause girls your age know better,"""Generate an image of a wise, experienced teenage girl who seems to know more than her age should allow. She stands confidently, hinting at her maturity and awareness. The atmosphere should reflect self-assured youth, maturity, and wisdom.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-8FV8uliKJHSCID1IMuEnrZlG.png?st=2023-09-25T22%3A51%3A03Z&se=2023-09-26T00%3A51%3A03Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A47%3A02Z&ske=2023-09-26T23%3A47%3A02Z&sks=b&skv=2021-08-06&sig=KWN9lrgZNsv/Kcgs8sxzYh2CjaYEz3HYgBHkAsYiFz8%3D
You might also like[Chorus],"""Visualize a vibrant concert scene where the chorus is on stage surrounded by mesmerised audience, illuminated by colourful stage lights. The title 'You might also like' is displayed prominently above the stage in neon lights, capturing the essence of the lyrics.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-Fs8f64ZfKsadEj5s2A9wRFvO.png?st=2023-09-25T22%3A51%3A20Z&se=2023-09-26T00%3A51%3A20Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A49%3A50Z&ske=2023-09-26T23%3A49%3A50Z&sks=b&skv=2021-08-06&sig=ubFV3y94oAx1EaYMWG07emSGfa9z0Q%2BRqzdG3txQ0ZU%3D
I've made some real big mistakes,"""A remorseful figure standing in a desolate landscape under a gloomy sky, reflecting on some colossal, visible symbols of past mistakes.""",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-sl7FdBAvIUmG1SPJ5VgbjksN.png?st=2023-09-25T22%3A51%3A32Z&se=2023-09-26T00%3A51%3A32Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A47%3A27Z&ske=2023-09-26T23%3A47%3A27Z&sks=b&skv=2021-08-06&sig=oYT7EG0b8P61e%2BOyoYZGBV7WThxyPkCNK9zg2HOaGCw%3D
