Lyric,Prompt,Image_URL,Gen_Time
'Cause I've made some real big mistakes,"Depicting a figure lamenting over shattered remnants., realistic",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-6RTNKUVsgYArZ0WAueDrkj4Q.png?st=2023-09-26T02%3A39%3A12Z&se=2023-09-26T04%3A39%3A12Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A54%3A37Z&ske=2023-09-26T23%3A54%3A37Z&sks=b&skv=2021-08-06&sig=CLc3mP7A025ve9uIvsDEI1rZuCYPZVYpJjx1d%2BcIVww%3D
But you make the worst one look fine,"""Transforming worst object into appealing beauty."", realistic",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-Yii3YmxCbYg99IqQH2MK0RBK.png?st=2023-09-26T02%3A39%3A33Z&se=2023-09-26T04%3A39%3A33Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A55%3A28Z&ske=2023-09-26T23%3A55%3A28Z&sks=b&skv=2021-08-06&sig=b5eUBG9CrwDH4pY3yczVEi0/c2iNjciOMO1FFE9c4rk%3D
I should've known it was strange,"""Mystifying scene illuminated with surreal strangeness."", realistic",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-ManWUj3VnVowLhzrPFqeJVui.png?st=2023-09-26T02%3A39%3A55Z&se=2023-09-26T04%3A39%3A55Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A48%3A11Z&ske=2023-09-26T23%3A48%3A11Z&sks=b&skv=2021-08-06&sig=CuNzxC6GWuDhX35qRYT15iqdEV/9NqJ%2BBsB3qMtyEHo%3D
You only come out at night,"""Mysterious figure emerging in moonlight."", realistic",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-RTblVGG1IfcYTM7mWh9ZoDwX.png?st=2023-09-26T02%3A40%3A08Z&se=2023-09-26T04%3A40%3A08Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A51%3A21Z&ske=2023-09-26T23%3A51%3A21Z&sks=b&skv=2021-08-06&sig=KOg1Uq6h%2B5pgJHwGSslhNGUld9aISQUBv%2Be7KIPsWko%3D
I used to think I was smart,"""Depict a disillusioned genius questioning his intelligence."", realistic",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-RSMSq7p9Gg6NDtj25MzUL03x.png?st=2023-09-26T02%3A40%3A21Z&se=2023-09-26T04%3A40%3A21Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A46%3A35Z&ske=2023-09-26T23%3A46%3A35Z&sks=b&skv=2021-08-06&sig=UQNhnXsLPzdGASHwsL6%2BX4FCy2Vh3dqd0MJbaTMNe/c%3D
But you made me look so naive,"""Portrait of innocence backstabbed by deception."", realistic",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-8Ook8eO9rGrQzZlyiU2swOlv.png?st=2023-09-26T02%3A40%3A34Z&se=2023-09-26T04%3A40%3A34Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A51%3A51Z&ske=2023-09-26T23%3A51%3A51Z&sks=b&skv=2021-08-06&sig=i0V62NWAa%2Bi5MkQu76AxCKQ2teRAE64isfjVINv6FVc%3D
The way you sold me for parts,"""Depicting a heart dismantled and sold for parts."", realistic",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-oBvLVukGhyMuU5RRbmLOOCU2.png?st=2023-09-26T02%3A40%3A48Z&se=2023-09-26T04%3A40%3A48Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-26T00%3A04%3A15Z&ske=2023-09-27T00%3A04%3A15Z&sks=b&skv=2021-08-06&sig=ujp/YPUxOZhU9o7NUFxscTAryT5iS%2BMRHK6sLR0zpm0%3D
"As you sunk your teeth into me, oh","""Passionate vampire's first love bite"", realistic",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-vmw7sn5wRSrsBtNFKo52yNgC.png?st=2023-09-26T02%3A41%3A01Z&se=2023-09-26T04%3A41%3A01Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A47%3A29Z&ske=2023-09-26T23%3A47%3A29Z&sks=b&skv=2021-08-06&sig=kYcLyWx/yyy5ngD9f%2BwcE5vSlmoyRR/L879drfFyZCM%3D
"Bloodsucker, fame fucker","""Parasitic celebrity draining another's fame voraciously."", realistic",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-tQbfhjcHwGgP2SWmfLKAfQqK.png?st=2023-09-26T02%3A41%3A17Z&se=2023-09-26T04%3A41%3A17Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A48%3A38Z&ske=2023-09-26T23%3A48%3A38Z&sks=b&skv=2021-08-06&sig=rcDdz8z%2B5KZlLsLjRNSfDDSPt4tB/9jgTrdbyB0ZMGA%3D
Bleedin' me dry like a goddamn vampire,"""Vampire draining life, embodying emotional exploitation."", realistic",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-6MALSzzftOJQxL17hWI9urkf.png?st=2023-09-26T02%3A41%3A30Z&se=2023-09-26T04%3A41%3A30Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A46%3A02Z&ske=2023-09-26T23%3A46%3A02Z&sks=b&skv=2021-08-06&sig=62RkpyzjK88MEqTrpkdI0GEJmqei8XeQZq6CnXBZREA%3D
[Verse 2],"""Visualize a songwriter crafting verse two of a song."", realistic",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-RSINon1uhstM7922YDzrzC8g.png?st=2023-09-26T02%3A41%3A42Z&se=2023-09-26T04%3A41%3A42Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A47%3A13Z&ske=2023-09-26T23%3A47%3A13Z&sks=b&skv=2021-08-06&sig=4WUaI2VYxhZpreWGVi3PKYOzkeQyo8dEZSHkZxniwr0%3D
"And every girl I ever talked to told me you were bad, bad news","""A heartbroken man warned by multiple women."", realistic",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-x0xrK7K5cAgH5rfHvOmS2L2J.png?st=2023-09-26T02%3A41%3A55Z&se=2023-09-26T04%3A41%3A55Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A45%3A52Z&ske=2023-09-26T23%3A45%3A52Z&sks=b&skv=2021-08-06&sig=0ZjAoA5YxG4Glv2U6b4hpxKXmHHErf4ZjdALkkB43NU%3D
"You called them crazy, God, I hate the way I called 'em crazy too","""Portraying remorse for dismissing a misunderstood group."", realistic",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-yDNZ0mNgYGw3wbbqgEYPLfyG.png?st=2023-09-26T02%3A42%3A08Z&se=2023-09-26T04%3A42%3A08Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A47%3A22Z&ske=2023-09-26T23%3A47%3A22Z&sks=b&skv=2021-08-06&sig=oOJeMmezsBrz/8Fy3j0KBgxqAphKTIGO1zwidJYxqFM%3D
You're so convincing,"""Charismatic speaker swaying a captivated audience."", realistic",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-cr5y381BTb1uUxNih9KZMjLr.png?st=2023-09-26T02%3A42%3A22Z&se=2023-09-26T04%3A42%3A22Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A45%3A32Z&ske=2023-09-26T23%3A45%3A32Z&sks=b&skv=2021-08-06&sig=xQLzmi720HkK4LSzlpBIr3JAKEcuB/Fanh1eoHK0KDs%3D
How do you lie without flinching?,"""Portray deceit, mastering the art of stone-faced falsehood."", realistic",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-ltporb21ZA9BTSGY81CxFQd5.png?st=2023-09-26T02%3A42%3A36Z&se=2023-09-26T04%3A42%3A36Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A47%3A31Z&ske=2023-09-26T23%3A47%3A31Z&sks=b&skv=2021-08-06&sig=AmVaJhhDLUTbnLDqaOyUbvOvMdBck/vbCkLLE7OnX34%3D
(How do you lie? How do you lie? How do you lie?),"""Depicting the art of deception and lying."", realistic",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-Z30ilnwAY357KDet94T0pIqA.png?st=2023-09-26T02%3A42%3A48Z&se=2023-09-26T04%3A42%3A48Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-26T01%3A27%3A22Z&ske=2023-09-27T01%3A27%3A22Z&sks=b&skv=2021-08-06&sig=uRF8Mn7AikfRrq1TG8c/RtBs4zTf1pyxJnYcWQ1ZdEw%3D
"Oh, what a mesmerizing, paralyzing, fucked up little thrill","""Captivating, intense thrill seen through a chaotic lens""., realistic",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-z6oNzIWZrlfjTHFeiURRcgh5.png?st=2023-09-26T02%3A43%3A14Z&se=2023-09-26T04%3A43%3A14Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A51%3A39Z&ske=2023-09-26T23%3A51%3A39Z&sks=b&skv=2021-08-06&sig=Om/8DIfmHP%2Bv0bg7zJ8oogovZXWRzPD51K8IPJcM%2BTQ%3D
Can't figure out just how you do it and God knows I never will,"""Mysterious being, performing unexplainable miracles."", realistic",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-WljFapen0nOpDdNS3mapZaFu.png?st=2023-09-26T02%3A43%3A27Z&se=2023-09-26T04%3A43%3A27Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A53%3A10Z&ske=2023-09-26T23%3A53%3A10Z&sks=b&skv=2021-08-06&sig=wlJm%2BqJ6NgNQGdh%2BBy8jfbFGWS/9j2jriHmrEIbN6Og%3D
Went for me and not her,"""Chose me instead of her, moment captured."", realistic",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-cT6F2eSKrkuFMHKwwNtxj9y2.png?st=2023-09-26T02%3A43%3A39Z&se=2023-09-26T04%3A43%3A39Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A48%3A26Z&ske=2023-09-26T23%3A48%3A26Z&sks=b&skv=2021-08-06&sig=WGYqLTrzjJvfrIN45pKBwonNErv5w2St6WKBpZDhPes%3D
'Cause girls your age know better,"""Wised-up teenagers sharing life lessons at dusk."", realistic",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-h7POcq4W14SQo8nrvUhaTR32.png?st=2023-09-26T02%3A43%3A52Z&se=2023-09-26T04%3A43%3A52Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A50%3A29Z&ske=2023-09-26T23%3A50%3A29Z&sks=b&skv=2021-08-06&sig=GHabjUOA1v7XEHqcA9BCQOdyZCgP9cAPwOhXDcZ799Q%3D
You might also like[Chorus],"""Depicting a chorus line in an enticing poster"", realistic",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-adorZaITDes1QgI0rHc93uay.png?st=2023-09-26T02%3A44%3A06Z&se=2023-09-26T04%3A44%3A06Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A50%3A46Z&ske=2023-09-26T23%3A50%3A46Z&sks=b&skv=2021-08-06&sig=fSLwmCUmHHeUmugfb4TfBPbK5H3MDX2lWrp3xPho6Fc%3D
I've made some real big mistakes,"""Visualizing major errors committed in the past."", realistic",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-PZov9baK1zHU8O1P6Fmp8CF0.png?st=2023-09-26T02%3A44%3A19Z&se=2023-09-26T04%3A44%3A19Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A48%3A50Z&ske=2023-09-26T23%3A48%3A50Z&sks=b&skv=2021-08-06&sig=FFoxKSQevg5Qi5deiCUCrv9InYPm/z%2BEb3zHxrjbDvs%3D
But you make the worst one look fine,"""Portraying a Monet-like transformation of a shabby object."", realistic",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-pPtDGDmPSEgEZ47I5yjYhxbD.png?st=2023-09-26T02%3A44%3A33Z&se=2023-09-26T04%3A44%3A33Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A47%3A59Z&ske=2023-09-26T23%3A47%3A59Z&sks=b&skv=2021-08-06&sig=toakdt3r%2B1xMBfNBWDi/pQ63WN0IF9DceumFr3v4uxY%3D
I should've known it was strange,"""Nightmarish carnival I unknowingly stumbled upon."", realistic",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-GiCxSpRFi7unlpusbsztXLbo.png?st=2023-09-26T02%3A44%3A45Z&se=2023-09-26T04%3A44%3A45Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-26T00%3A05%3A41Z&ske=2023-09-27T00%3A05%3A41Z&sks=b&skv=2021-08-06&sig=C57%2B%2BoYZnzqFFuEKxfjkehaIPP/s7pAOuw7WnARmPDs%3D
You only come out at night,"""Mysterious figure emerging under the moonlight."", realistic",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-AplD4aYaDHsDxqR54JUaE6Hw.png?st=2023-09-26T02%3A44%3A59Z&se=2023-09-26T04%3A44%3A59Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A48%3A32Z&ske=2023-09-26T23%3A48%3A32Z&sks=b&skv=2021-08-06&sig=c17Q7KGsY2xUXlh//EP2eOsAqtUScrfWHvJG059OofA%3D
I used to think I was smart,"""Depiction of self-doubt from once confident scholar."", realistic",https://oaidalleapiprodscus.blob.core.windows.net/private/org-5asyG5KsxkGgkhEpGIwSUNiR/user-hEblrJn1zbSsetupZN9Eyq8x/img-Qu9yn4Ful5q6SVNqRZaSO1U4.png?st=2023-09-26T02%3A45%3A12Z&se=2023-09-26T04%3A45%3A12Z&sp=r&sv=2021-08-06&sr=b&rscd=inline&rsct=image/png&skoid=6aaadede-4fb3-4698-a8f6-684d7786b067&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2023-09-25T23%3A52%3A32Z&ske=2023-09-26T23%3A52%3A32Z&sks=b&skv=2021-08-06&sig=fmA/byuUM5T4TPxxmFrOqKdnFdewJ1Sut8JAUqOuo/g%3D
